timestamp_sec;timestamp_nanosec;range;azimuth_deg;elevation_deg;x;y;z;intensity
  1564058829;   899013280;   0.828;-137.500;  -2.500;  -0.610;  -0.036;  -0.559;       0
  1564058829;   899013280;   0.799;-137.250;  -2.500;  -0.586;  -0.035;  -0.542;       0
  1564058829;   899013280;   0.732;-137.000;  -2.500;  -0.535;  -0.032;  -0.499;       0
  1564058829;   899013280;   0.668;-136.750;  -2.500;  -0.486;  -0.029;  -0.457;       0
  1564058829;   899013280;   0.664;-136.500;  -2.500;  -0.481;  -0.029;  -0.457;       0
  1564058829;   899013280;   0.742;-136.250;  -2.500;  -0.535;  -0.032;  -0.513;       0
  1564058829;   899013280;   0.844;-136.000;  -2.500;  -0.607;  -0.037;  -0.586;       0
  1564058829;   899013280;   0.881;-135.750;  -2.500;  -0.630;  -0.038;  -0.614;       0
  1564058829;   899013280;   0.893;-135.500;  -2.500;  -0.636;  -0.039;  -0.625;       0
  1564058829;   899013280;   0.910;-135.250;  -2.500;  -0.646;  -0.040;  -0.640;       0
  1564058829;   899013280;   0.917;-135.000;  -2.500;  -0.648;  -0.040;  -0.648;       0
  1564058829;   899013280;   0.925;-134.750;  -2.500;  -0.651;  -0.040;  -0.656;       0
  1564058829;   899013280;   0.937;-134.500;  -2.500;  -0.656;  -0.041;  -0.668;       0
  1564058829;   899013280;   0.947;-134.250;  -2.500;  -0.660;  -0.041;  -0.678;       0
  1564058829;   899013280;   0.959;-134.000;  -2.500;  -0.666;  -0.042;  -0.689;       0
  1564058829;   899013280;   0.970;-133.750;  -2.500;  -0.670;  -0.042;  -0.700;       0
  1564058829;   899013280;   0.982;-133.500;  -2.500;  -0.675;  -0.043;  -0.712;       0
  1564058829;   899013280;   0.994;-133.250;  -2.500;  -0.680;  -0.043;  -0.723;       0
  1564058829;   899013280;   1.008;-133.000;  -2.500;  -0.687;  -0.044;  -0.737;       0
  1564058829;   899013280;   1.028;-132.750;  -2.500;  -0.697;  -0.045;  -0.754;       0
  1564058829;   899013280;   1.043;-132.500;  -2.500;  -0.704;  -0.045;  -0.768;       0
  1564058829;   899013280;   1.053;-132.250;  -2.500;  -0.707;  -0.046;  -0.779;       0
  1564058829;   899013280;   1.060;-132.000;  -2.500;  -0.709;  -0.046;  -0.787;       0
  1564058829;   899013280;   1.062;-131.750;  -2.500;  -0.706;  -0.046;  -0.792;       0
  1564058829;   899013280;   1.061;-131.500;  -2.500;  -0.702;  -0.046;  -0.794;       0
  1564058829;   899013280;   1.052;-131.250;  -2.500;  -0.693;  -0.046;  -0.790;       0
  1564058829;   899013280;   1.049;-131.000;  -2.500;  -0.688;  -0.046;  -0.791;       0
  1564058829;   899013280;   1.055;-130.750;  -2.500;  -0.688;  -0.046;  -0.798;       0
  1564058829;   899013280;   1.053;-130.500;  -2.500;  -0.683;  -0.046;  -0.800;       0
  1564058829;   899013280;   1.049;-130.250;  -2.500;  -0.677;  -0.046;  -0.800;       0
  1564058829;   899013280;   1.050;-130.000;  -2.500;  -0.674;  -0.046;  -0.804;       0
  1564058829;   899013280;   1.046;-129.750;  -2.500;  -0.668;  -0.046;  -0.803;       0
  1564058829;   899013280;   1.035;-129.500;  -2.500;  -0.658;  -0.045;  -0.798;       0
  1564058829;   899013280;   1.023;-129.250;  -2.500;  -0.647;  -0.045;  -0.791;       0
  1564058829;   899013280;   1.005;-129.000;  -2.500;  -0.632;  -0.044;  -0.780;       0
  1564058829;   899013280;   0.970;-128.750;  -2.500;  -0.607;  -0.042;  -0.756;       0
  1564058829;   899013280;   0.937;-128.500;  -2.500;  -0.583;  -0.041;  -0.733;       0
  1564058829;   899013280;   0.905;-128.250;  -2.500;  -0.560;  -0.039;  -0.710;       0
  1564058829;   899013280;   0.880;-128.000;  -2.500;  -0.541;  -0.038;  -0.693;       0
  1564058829;   899013280;   0.827;-127.750;  -2.500;  -0.506;  -0.036;  -0.653;       0
  1564058829;   899013280;   0.815;-127.500;  -2.500;  -0.496;  -0.036;  -0.646;       0
  1564058829;   899013280;   1.034;-127.250;  -2.500;  -0.625;  -0.045;  -0.822;       0
  1564058829;   899013280;   1.056;-127.000;  -2.500;  -0.635;  -0.046;  -0.843;       0
  1564058829;   899013280;   1.055;-126.750;  -2.500;  -0.631;  -0.046;  -0.845;       0
  1564058829;   899013280;   1.056;-126.500;  -2.500;  -0.628;  -0.046;  -0.848;       0
  1564058829;   899013280;   1.055;-126.250;  -2.500;  -0.623;  -0.046;  -0.850;       0
  1564058829;   899013280;   1.061;-126.000;  -2.500;  -0.623;  -0.046;  -0.858;       0
  1564058829;   899013280;   1.066;-125.750;  -2.500;  -0.622;  -0.046;  -0.864;       0
  1564058829;   899013280;   1.067;-125.500;  -2.500;  -0.619;  -0.047;  -0.868;       0
  1564058829;   899013280;   1.066;-125.250;  -2.500;  -0.615;  -0.046;  -0.870;       0
  1564058829;   899013280;   1.071;-125.000;  -2.500;  -0.614;  -0.047;  -0.876;       0
  1564058829;   899013280;   1.071;-124.750;  -2.500;  -0.610;  -0.047;  -0.879;       0
  1564058829;   899013280;   1.071;-124.500;  -2.500;  -0.606;  -0.047;  -0.882;       0
  1564058829;   899013280;   1.069;-124.250;  -2.500;  -0.601;  -0.047;  -0.883;       0
  1564058829;   899013280;   1.065;-124.000;  -2.500;  -0.595;  -0.046;  -0.882;       0
  1564058829;   899013280;   1.067;-123.750;  -2.500;  -0.592;  -0.047;  -0.886;       0
  1564058829;   899013280;   1.068;-123.500;  -2.500;  -0.589;  -0.047;  -0.890;       0
  1564058829;   899013280;   1.062;-123.250;  -2.500;  -0.582;  -0.046;  -0.887;       0
  1564058829;   899013280;   1.061;-123.000;  -2.500;  -0.577;  -0.046;  -0.889;       0
  1564058829;   899013280;   1.060;-122.750;  -2.500;  -0.573;  -0.046;  -0.891;       0
  1564058829;   899013280;   1.057;-122.500;  -2.500;  -0.567;  -0.046;  -0.891;       0
  1564058829;   899013280;   1.056;-122.250;  -2.500;  -0.563;  -0.046;  -0.892;       0
  1564058829;   899013280;   1.056;-122.000;  -2.500;  -0.559;  -0.046;  -0.895;       0
  1564058829;   899013280;   1.057;-121.750;  -2.500;  -0.556;  -0.046;  -0.898;       0
  1564058829;   899013280;   1.058;-121.500;  -2.500;  -0.552;  -0.046;  -0.901;       0
  1564058829;   899013280;   1.058;-121.250;  -2.500;  -0.548;  -0.046;  -0.904;       0
  1564058829;   899013280;   1.065;-121.000;  -2.500;  -0.548;  -0.046;  -0.912;       0
